Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Germany,0.3,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.264,22,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.251,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.302,22,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.262,22,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.301,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.243,19,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.314,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.244,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.25,22,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.272,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.289,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.315,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.304,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.241,19,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.248,22,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
red squirrel,Germany,0.29,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.319,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.292,19,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.319,19,Female,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.298,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.255,22,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.3,20,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
Unknown,Austria,0.252,21,Male,Unknown,49.0576785,18.849445,Unknown,06-04-2024,Bob Bobson
hedgehog,Slovakia,0.8,17,Male,Unknown,48.409645,18.872415,Unknown,06-04-2024,John Johnson
lynx,Czech Republic,26,88,Female,Unknown,50.883881,14.373018,Unknown,06-04-2024,John Johnson
red squirrel,Czech Republic,0.316,23,Female,Unknown,49.93931,14.181266,Unknown,06-04-2024,John Johnson
red squirrel,Czech Republic,0.327,21,Male,Unknown,49.938616,14.181291,Unknown,06-04-2024,John Johnson
red squirrel,Czech Republic,0.288,18,Male,Unknown,49.937839,14.179075,Unknown,06-04-2024,John Johnson
red squirrel,Czech Republic,0.313,22,Female,Unknown,49.939308,14.180747,Unknown,06-04-2024,John Johnson
European bison,Poland,1100,350,Male,Unknown,52.803316,23.686301,Unknown,07-04-2024,Anne Anthony
hedgehog,Hungary,0.9,16,Female,Unknown,47.506638,18.940091,Unknown,07-04-2024,Anne Anthony
lynx,Poland,23,73,Male,Unknown,52.823016,23.812286,Unknown,07-04-2024,Anne Anthony
red squirrel,Hungary,0.319,18,Male,Unknown,47.508665,18.940456,Unknown,07-04-2024,Anne Anthony
red squirrel,Hungary,0.28,21,Female,Unknown,47.510978,18.942963,Unknown,07-04-2024,Anne Anthony
red squirrel,Austria,0.264,22,Female,Unknown,47.857586,15.081328,Unknown,07-04-2024,Bob Bobson
red squirrel,Austria,0.334,19,Male,Unknown,47.856971,15.078984,Unknown,07-04-2024,Bob Bobson
red squirrel,Austria,0.278,21,Male,Unknown,47.856769,15.076411,Unknown,07-04-2024,Bob Bobson
red squirrel,Austria,0.333,22,Female,Unknown,47.855379,15.077237,Lola,07-04-2024,Bob Bobson
red squirrel,Austria,0.323,23,Male,Unknown,47.856015,15.08325,Unknown,07-04-2024,Bob Bobson
hedgehog,Slovakia,1.1,16,Female,Unknown,48.413154,18.875356,Unknown,07-04-2024,John Johnson
red squirrel,Poland,0.265,22,Female,Unknown,50.041147,19.95046,Unknown,08-04-2024,Anne Anthony
red squirrel,Austria,0.27,23,Female,Unknown,47.853881,15.078367,Unknown,08-04-2024,Bob Bobson
red squirrel,Austria,0.299,19,Female,Unknown,47.854855,15.082168,Sissi,08-04-2024,Bob Bobson
red squirrel,Austria,0.3,21,Male,Unknown,47.855216,15.078877,Unknown,08-04-2024,Bob Bobson
red squirrel,Austria,0.338,19,Male,Unknown,47.857495,15.07895,Unknown,08-04-2024,Bob Bobson
red squirrel,Austria,0.285,21,Female,Unknown,47.853875,15.078745,Unknown,08-04-2024,Bob Bobson
red squirrel,Austria,0.333,19,Female,Unknown,47.854756,15.082892,Sissi,08-04-2024,Bob Bobson
red squirrel,Austria,0.323,23,Male,Unknown,47.854099,15.076812,Unknown,08-04-2024,Bob Bobson
European bison,Unknown,560,250,Female,Unknown,50.645077,14.840304,Unknown,08-04-2024,John Johnson
hedgehog,Slovakia,1.1,25,Male,Unknown,48.41259,18.87302,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.35,21,Male,Unknown,49.057599,22.422203,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.26,18,Male,Unknown,49.053175,22.414666,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.329,20,Male,Unknown,49.054663,22.412082,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.33,21,Female,Unknown,49.055275,22.41421,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.271,23,Male,Unknown,49.052914,22.42299,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.298,18,Female,Unknown,49.055453,22.423536,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.281,23,Male,Unknown,49.056583,22.415432,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.316,22,Female,Unknown,49.054586,22.41368,Unknown,08-04-2024,John Johnson
red squirrel,Slovakia,0.265,18,Male,Unknown,49.056946,22.424916,Unknown,08-04-2024,John Johnson
red squirrel,Poland,0.296,22,Male,Unknown,50.041497,19.950657,Unknown,09-04-2024,Anne Anthony
red squirrel,Hungary,0.257,20,Female,Unknown,47.509375,18.939808,Unknown,09-04-2024,Anne Anthony
red squirrel,Czech Republic,0.313,21,Male,Unknown,49.937425,14.182723,Unknown,09-04-2024,John Johnson
red squirrel,Czech Republic,0.282,19,Female,Unknown,49.939072,14.180063,Unknown,09-04-2024,John Johnson
European bison,Poland,486,235,Female,Unknown,52.809086,23.696425,Unknown,10-04-2024,Anne Anthony
lynx,Poland,22,78,Male,Unknown,52.821625,23.818063,Unknown,10-04-2024,Anne Anthony
hedgehog,Slovakia,1.2,26,Male,Unknown,48.409469,18.861715,Unknown,10-04-2024,John Johnson
red squirrel,Czech Republic,0.257,21,Male,Unknown,50.107147,14.347009,Unknown,10-04-2024,John Johnson
European bison,Poland,610,281,Female,Unknown,52.810989,23.689137,Unknown,11-04-2024,Anne Anthony
hedgehog,Hungary,0.8,17,Female,Unknown,47.507081,18.939062,Unknown,11-04-2024,Anne Anthony
red squirrel,Poland,0.325,20,Female,Unknown,50.041347,19.950773,Unknown,11-04-2024,Anne Anthony
red squirrel,Hungary,0.275,21,Female,Unknown,47.506071,18.949311,Unknown,11-04-2024,Anne Anthony
red squirrel,Hungary,0.285,20,Male,Unknown,47.509655,18.943576,Unknown,11-04-2024,Anne Anthony
red squirrel,Australia,0.31,23,Male,Unknown,47.856092,15.083547,Unknown,11-04-2024,Bob Bobson
red squirrel,Austria,0.256,19,Male,Unknown,47.854876,15.08295,Unknown,11-04-2024,Bob Bobson
red squirrel,Austria,0.285,23,Male,Unknown,47.857535,15.078083,Unknown,11-04-2024,Bob Bobson
red squirrel,Germany,0.303,19,Female,Unknown,48.162437,11.494298,Unknown,11-04-2024,Bob Bobson
red squirrel,Germany,0.273,19,Male,Unknown,48.161106,11.48991,Unknown,11-04-2024,Bob Bobson
red squirrel,Germany,0.267,22,Female,Unknown,48.161385,11.492571,Unknown,11-04-2024,Bob Bobson
red squirrel,Germany,0.258,20,Female,Unknown,48.162137,11.494415,Unknown,11-04-2024,Bob Bobson
red squirrel,Germany,0.296,18,Male,Unknown,48.162162,11.493917,Unknown,11-04-2024,Bob Bobson
lynx,Slovakia,22,88,Male,Unknown,48.40855,18.864935,Unknown,11-04-2024,John Johnson
red squirrel,Czech Republic,0.308,22,Female,Unknown,50.106721,14.346231,Unknown,11-04-2024,John Johnson
European bison,Poland,853,287,Male,Unknown,52.80356,23.690378,Unknown,12-04-2024,Anne Anthony
red squirrel,Germany,0.302,18,Female,Unknown,48.160992,11.495374,Unknown,12-04-2024,Bob Bobson
hedgehog,Slovakia,1,20,Female,Unknown,48.408713,18.863829,Unknown,12-04-2024,John Johnson
red squirrel,Czech Republic,0.325,21,Female,Unknown,50.106483,14.348192,Unknown,12-04-2024,John Johnson
hedgehog,Hungary,1.2,23,Male,Unknown,47.511267,18.940191,Unknown,13-04-2024,Anne Anthony
red squirrel,Poland,0.264,20,Male,Unknown,50.041366,19.949936,Unknown,13-04-2024,Anne Anthony
red squirrel,Poland,0.35,21,Male,Unknown,50.041573,19.94985,Unknown,13-04-2024,Anne Anthony
red squirrel,Poland,0.32,23,Female,Unknown,50.041554,19.95113,Unknown,13-04-2024,Anne Anthony
red squirrel,Poland,0.298,23,Male,Unknown,52.211967,21.032924,Unknown,13-04-2024,Anne Anthony
hedgehog,Slovakia,0.8,23,Male,Unknown,48.412843,18.872614,Unknown,13-04-2024,John Johnson
hedgehog,Slovakia,0.8,16,Male,Unknown,48.407138,18.867247,Unknown,13-04-2024,John Johnson
hedgehog,Hungary,0.4,17,Female,Unknown,47.509261,18.949967,Unknown,14-04-2024,Anne Anthony
lynx,Poland,20,90,Female,Unknown,52.824608,23.817396,Unknown,14-04-2024,Anne Anthony
red squirrel,Hungary,0.297,18,Male,Unknown,47.506306,18.946099,Unknown,14-04-2024,Anne Anthony
red squirrel,Hungary,0.308,20,Female,Unknown,47.510068,18.947176,Unknown,14-04-2024,Anne Anthony
red squirrel,Hungary,0.268,19,Male,Unknown,47.51106,18.939832,Unknown,14-04-2024,Anne Anthony
red squirrel,Germany,0.259,22,Male,Unknown,48.160831,11.492403,Unknown,14-04-2024,Bob Bobson
European bison,Poland,700,286,Male,Unknown,52.808503,23.69937,Unknown,15-04-2024,Anne Anthony
hedgehog,Hungary,0.7,15,Male,Unknown,47.511427,18.948714,Unknown,15-04-2024,Anne Anthony
red squirrel,Poland,0.278,21,Female,Unknown,52.211888,21.03235,Unknown,15-04-2024,Anne Anthony
red squirrel,Germany,0.339,19,Female,Unknown,48.161422,11.491813,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.307,22,Male,Unknown,48.16079,11.489549,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.256,20,Female,Unknown,48.161009,11.491557,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.29,20,Male,Unknown,48.160807,11.494219,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.323,18,Female,Unknown,48.161794,11.494325,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.293,21,Male,Unknown,48.161069,11.49303,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.326,18,Female,Unknown,48.16087,11.49027,Unknown,15-04-2024,Bob Bobson
red squirrel,Germany,0.266,21,Female,Unknown,48.16056,11.490806,Unknown,15-04-2024,Bob Bobson
hedgehog,Slovakia,0.5,18,Female,Unknown,48.409909,18.867006,Unknown,15-04-2024,John Johnson
red squirrel,Czech Republic,0.317,19,Male,Unknown,50.106373,14.347574,Unknown,15-04-2024,John Johnson
hedgehog,Hungary,0.5,19,Female,Unknown,47.50643,18.947912,Unknown,16-04-2024,Anne Anthony
hedgehog,Hungary,0.6,15,Male,Unknown,47.506663,18.94032,Unknown,16-04-2024,Anne Anthony
red squirrel,Hungary,0.254,20,Female,Unknown,47.508169,18.947418,Unknown,16-04-2024,Anne Anthony
red squirrel,Germany,0.313,19,Male,Unknown,48.161902,11.49458,Unknown,16-04-2024,Bob Bobson
red squirrel,Germany,0.2,14,Male,Unknown,49.554765,11.0922,Unknown,16-04-2024,Bob Bobson
red squirrel,Germany,0.278,18,Female,Unknown,49.558466,11.096048,Unknown,16-04-2024,Bob Bobson
hedgehog,Slovakia,0.6,25,Male,Unknown,48.407605,18.876341,Unknown,16-04-2024,John Johnson
red squirrel,Poland,0.298,19,Female,Unknown,52.212379,21.032913,Unknown,17-04-2024,Anne Anthony
hedgehog,Germany,0.7,21,Male,Unknown,49.556052,11.081501,Unknown,17-04-2024,Bob Bobson
hedgehog,Germany,1.2,28,Male,Unknown,49.55152,11.079537,Unknown,17-04-2024,Bob Bobson
hedgehog,Germany,0.5,18,Female,Unknown,49.553737,11.087705,Unknown,17-04-2024,Bob Bobson
hedgehog,Germany,1,20,Male,Unknown,49.560442,11.098395,Unknown,17-04-2024,Bob Bobson
hedgehog,Germany,0.9,25,Male,Unknown,49.560723,11.084667,Unknown,17-04-2024,Bob Bobson
hedgehog,Germany,0.4,16,Female,Unknown,49.55879,11.081218,Unknown,17-04-2024,Bob Bobson
red squirrel,Germany,0.294,20,Male,Unknown,49.545857,11.076254,Unknown,17-04-2024,Bob Bobson
red squirrel,Germany,0.3,23,Female,Unknown,49.554685,11.08345,Unknown,17-04-2024,Bob Bobson
hedgehog,Slovakia,1.1,23,Male,Unknown,48.186112,17.090491,Unknown,17-04-2024,John Johnson
lynx,Slovakia,27,100,Male,Unknown,48.411117,18.862265,Unknown,17-04-2024,John Johnson
red squirrel,Czech Republic,0.283,22,Female,Unknown,50.106413,14.348204,Unknown,17-04-2024,John Johnson
red squirrel,Czech Republic,0.28,22,Female,Unknown,50.107135,14.348206,Unknown,17-04-2024,John Johnson
European bison,Poland,405,220,Female,Unknown,52.804031,23.683032,Unknown,18-04-2024,Anne Anthony
hedgehog,Germany,1,24,Male,Unknown,49.561057,11.084334,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.6,11,Male,Unknown,49.557055,11.101996,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.7,25,Male,Unknown,49.554133,11.089674,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.6,22,Female,Unknown,49.561174,11.102216,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.5,20,Male,Unknown,49.563085,11.101392,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.9,25,Male,Unknown,49.551318,11.085475,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.5,16,Female,Unknown,49.556237,11.088639,Unknown,18-04-2024,Bob Bobson
hedgehog,Germany,0.8,17,Male,Unknown,49.545768,11.086386,Unknown,18-04-2024,Bob Bobson
red squirrel,Czech Republic,0.326,23,Male,Unknown,50.107313,14.348552,Unknown,18-04-2024,John Johnson
European bison,Poland,662,244,Female,Unknown,52.809106,23.680095,Unknown,19-04-2024,Anne Anthony
red squirrel,Poland,0.341,23,Male,Unknown,52.212042,21.033492,Unknown,19-04-2024,Anne Anthony
hedgehog,Austria,0.6,17,Female,Unknown,47.319579,11.186061,Unknown,19-04-2024,Bob Bobson
hedgehog,Austria,0.9,25,Male,Unknown,47.317974,11.187472,Unknown,19-04-2024,Bob Bobson
hedgehog,Austria,1.1,22,Male,Unknown,47.316562,11.19116,Unknown,19-04-2024,Bob Bobson
hedgehog,Austria,1.2,24,Male,Unknown,47.318191,11.189484,Unknown,19-04-2024,Bob Bobson
European bison,Unknown,656,245,Female,Unknown,50.643056,14.843037,Unknown,19-04-2024,John Johnson
hedgehog,Slovakia,1.1,19,Female,Unknown,48.187522,17.087251,Unknown,19-04-2024,John Johnson
hedgehog,Slovakia,1.1,29,Male,Unknown,48.185406,17.084535,Unknown,19-04-2024,John Johnson
lynx,Czech Republic,12,52,Male,Unknown,-78.582972,14.367993,Unknown,19-04-2024,John Johnson
lynx,Slovakia,24,81,Female,Unknown,48.408549,18.87396,Unknown,19-04-2024,John Johnson
lynx,Czech Republic,22,83,Female,Unknown,50.882924,14.368207,Unknown,19-04-2024,John Johnson
red squirrel,Poland,0.327,23,Male,Unknown,52.212168,21.032304,Unknown,20-04-2024,Anne Anthony
red squirrel,Poland,0.337,24,Female,Unknown,52.211797,21.03375,Basia,20-04-2024,Anne Anthony
red squirrel,Poland,0.318,24,Male,Unknown,52.21247,21.033642,Unknown,20-04-2024,Anne Anthony
red squirrel,Poland,0.33,23,Male,Unknown,52.211872,21.032296,Puchatek,20-04-2024,Anne Anthony
European bison,Poland,776,294,Male,Unknown,52.805299,23.701093,Unknown,21-04-2024,Anne Anthony
hedgehog,Slovakia,0.8,18,Male,Unknown,48.186208,17.089749,Unknown,21-04-2024,John Johnson
red squirrel,Poland,0.306,19,Female,Unknown,52.212605,21.033877,Unknown,22-04-2024,Anne Anthony
red squirrel,Poland,0.349,20,Female,Unknown,52.212001,21.033903,Unknown,22-04-2024,Anne Anthony
lynx,Czech Republic,23,78,Male,Unknown,-78.582973,14.366824,Unknown,22-04-2024,John Johnson
hedgehog,Slovakia,0.7,16,Male,Unknown,48.184231,17.091694,Unknown,23-04-2024,John Johnson
European bison,Poland,650,286,Female,Unknown,52.812486,23.686231,Unknown,24-04-2024,Anne Anthony
red squirrel,Poland,0.271,19,Female,Unknown,52.211797,21.032857,Unknown,24-04-2024,Anne Anthony
red squirrel,Poland,0.329,24,Female,Unknown,52.212045,21.031986,Unknown,24-04-2024,Anne Anthony
lynx,Austria,20,90,Male,Unknown,47.781188,14.385356,Unknown,24-04-2024,Bob Bobson
lynx,Austria,26,91,Female,Unknown,47.780999,14.38212,Unknown,24-04-2024,Bob Bobson
hedgehog,Slovakia,0.6,15,Female,Unknown,48.185648,17.083763,Unknown,24-04-2024,John Johnson
lynx,Poland,14,65,Female,Unknown,52.851841,23.89158,Unknown,25-04-2024,Anne Anthony
red squirrel,Poland,0.311,21,Male,Unknown,52.212203,21.032279,Unknown,25-04-2024,Anne Anthony
hedgehog,Slovakia,0.7,16,Male,Unknown,48.185433,17.086216,Unknown,26-04-2024,John Johnson
red squirrel,Poland,0.29,24,Female,Unknown,52.212763,21.032786,Unknown,27-04-2024,Anne Anthony
hedgehog,Slovakia,1.2,22,Male,Unknown,48.186913,17.088174,Unknown,27-04-2024,John Johnson
hedgehog,Slovakia,0.7,24,Female,Unknown,48.185649,17.088834,Unknown,27-04-2024,John Johnson
lynx,Poland,12,52,Male,Unknown,52.848214,23.891978,Unknown,28-04-2024,Anne Anthony
lynx,Poland,27,95,Female,Unknown,52.853843,23.919668,Unknown,28-04-2024,Anne Anthony
red squirrel,Poland,0.312,23,Male,Unknown,52.21212,21.034268,Unknown,28-04-2024,Anne Anthony
hedgehog,Germany,0.5,20,Male,Unknown,49.55324,11.074008,Unknown,28-04-2024,Bob Bobson
hedgehog,Germany,1.1,20,Female,Unknown,49.551562,11.081737,Unknown,28-04-2024,Bob Bobson
hedgehog,Germany,0.6,18,Male,Unknown,49.547376,11.079529,Unknown,28-04-2024,Bob Bobson
hedgehog,Germany,0.8,20,Male,Unknown,49.560178,11.093259,Unknown,28-04-2024,Bob Bobson
hedgehog,Germany,0.8,19,Male,Unknown,49.558968,11.106642,Unknown,28-04-2024,Bob Bobson
hedgehog,Slovakia,0.9,20,Male,Unknown,48.18637,17.090384,Unknown,28-04-2024,John Johnson
hedgehog,Hungary,0.6,16,Female,Unknown,47.506035,18.944528,Unknown,29-04-2024,Anne Anthony
red squirrel,Poland,0.27,21,Female,Unknown,52.21239,21.034548,Basia,29-04-2024,Anne Anthony
hedgehog,Slovakia,1.1,23,Male,Unknown,48.183848,17.082806,Unknown,29-04-2024,John Johnson
lynx,Slovakia,22,73,Male,Unknown,48.410551,18.864866,Unknown,29-04-2024,John Johnson
red squirrel,Poland,0.292,20,Female,Unknown,52.212433,21.032496,Unknown,30-04-2024,Anne Anthony
Unknown,Unknown,0.35,21,Unknown,Unknown,49.0576785,18.849445,Unknown,03-05-2024,James Johnson
red squirrel,Poland,0.305,19,Female,Unknown,52.212746,21.033832,Unknown,09-05-2024,Anne Anthony
hedgehog,Slovakia,0.7,22,Male,Unknown,48.23276,17.069049,Unknown,09-05-2024,John Johnson
hedgehog,Hungary,0.7,16,Male,Unknown,47.509595,18.939751,Unknown,10-05-2024,Anne Anthony
hedgehog,Hungary,1,20,Male,Unknown,47.511301,18.93974,Unknown,10-05-2024,Anne Anthony
red squirrel,Poland,0.264,21,Male,Unknown,52.212148,21.033421,Unknown,11-05-2024,Anne Anthony
hedgehog,Germany,0.7,24,Male,Unknown,49.56023,11.102233,Unknown,11-05-2024,Bob Bobson
hedgehog,Germany,1.1,19,Female,Unknown,49.54841,11.078249,Unknown,11-05-2024,Bob Bobson
hedgehog,Slovakia,0.8,24,Female,Unknown,48.239628,17.087298,Unknown,11-05-2024,John Johnson
hedgehog,Hungary,1,23,Female,Unknown,47.507376,18.9396,Unknown,12-05-2024,Anne Anthony
red squirrel,Poland,0.266,20,Male,Unknown,52.212429,21.032435,Unknown,12-05-2024,Anne Anthony
hedgehog,Slovakia,0.5,19,Male,Unknown,48.231939,17.087688,Unknown,12-05-2024,John Johnson
red squirrel,Poland,0.266,21,Female,Unknown,52.21284,21.034377,Unknown,13-05-2024,Anne Anthony
red squirrel,Poland,0.317,20,Female,Unknown,52.212163,21.032633,Unknown,13-05-2024,Anne Anthony
hedgehog,Slovakia,1,18,Male,Unknown,48.225014,17.081449,Unknown,13-05-2024,John Johnson
hedgehog,Hungary,0.6,17,Female,Unknown,47.506311,18.947371,Unknown,14-05-2024,Anne Anthony
red squirrel,Poland,0.27,23,Female,Unknown,52.212553,21.032768,Unknown,14-05-2024,Anne Anthony
hedgehog,Slovakia,0.7,22,Female,Unknown,48.225116,17.086408,Unknown,14-05-2024,John Johnson
red squirrel,Poland,0.279,22,Male,Unknown,52.212411,21.033173,Unknown,15-05-2024,Anne Anthony
hedgehog,Hungary,1,18,Female,Unknown,47.507019,18.944015,Unknown,16-05-2024,Anne Anthony
hedgehog,Slovakia,0.4,13,Male,Unknown,48.237386,17.078352,Unknown,16-05-2024,John Johnson
hedgehog,Hungary,0.35,21,Male,Unknown,47.510077,18.945646,Unknown,17-05-2024,Anne Anthony
hedgehog,Hungary,0.7,11,Female,Unknown,47.507758,18.949223,Unknown,17-05-2024,Anne Anthony
red squirrel,Poland,0.28,19,Female,Unknown,52.212542,21.033829,Unknown,17-05-2024,Anne Anthony
red squirrel,Poland,0.26,19,Male,Unknown,52.212628,21.034494,Unknown,17-05-2024,Anne Anthony
red squirrel,Poland,0.294,24,Female,Unknown,52.21294,21.034208,Unknown,17-05-2024,Anne Anthony
hedgehog,Slovakia,0.6,20,Male,Unknown,48.235981,17.081698,Unknown,17-05-2024,John Johnson
hedgehog,Slovakia,0.8,16,Female,Unknown,48.23493,17.084813,Unknown,17-05-2024,John Johnson
lynx,Slovakia,18,76,Male,Unknown,48.412724,18.868878,Unknown,17-05-2024,John Johnson
red squirrel,Poland,0.306,21,Male,Unknown,52.211896,21.033806,Unknown,18-05-2024,Anne Anthony
red squirrel,Poland,0.277,22,Male,Unknown,52.211924,21.033243,Unknown,18-05-2024,Anne Anthony
hedgehog,Hungary,1.1,22,Female,Unknown,47.510584,18.94173,Unknown,19-05-2024,Anne Anthony
hedgehog,Slovakia,0.6,19,Female,Unknown,48.236605,17.071495,Unknown,19-05-2024,John Johnson
lynx,Slovakia,22,85,Male,Unknown,48.411436,18.86478,Unknown,19-05-2024,John Johnson
red squirrel,Poland,0.341,21,Female,Unknown,52.212295,21.034039,Unknown,20-05-2024,Anne Anthony
red squirrel,Poland,0.338,22,Female,Unknown,52.212915,21.033226,Unknown,21-05-2024,Anne Anthony
red squirrel,Poland,0.311,19,Female,Unknown,52.212601,21.032613,Unknown,21-05-2024,Anne Anthony
hedgehog,Slovakia,1.2,25,Male,Unknown,48.231497,17.073128,Unknown,21-05-2024,John Johnson
hedgehog,Slovakia,0.4,16,Female,Unknown,48.238634,17.074895,Unknown,21-05-2024,John Johnson
red squirrel,Poland,0.308,23,Male,Unknown,52.212245,21.032988,Unknown,22-05-2024,Anne Anthony
red squirrel,Poland,0.308,22,Female,Unknown,52.212583,21.032932,Unknown,22-05-2024,Anne Anthony
red squirrel,Poland,0.29,23,Male,Unknown,52.212065,21.034571,Unknown,23-05-2024,Anne Anthony
hedgehog,Slovakia,0.5,16,Male,Unknown,48.231214,17.084105,Unknown,23-05-2024,John Johnson
lynx,Czech Republic,21,91,Female,Unknown,50.881878,14.371969,Unknown,23-05-2024,John Johnson
red squirrel,Poland,0.346,22,Female,Unknown,52.212305,21.033921,Unknown,24-05-2024,Anne Anthony
hedgehog,Slovakia,0.7,20,Female,Unknown,48.231411,17.075484,Unknown,24-05-2024,John Johnson
red squirrel,Poland,0.35,21,Male,Unknown,52.212906,21.03321,Unknown,25-05-2024,Anne Anthony
red squirrel,Poland,0.327,24,Female,Unknown,52.82211,23.814403,Unknown,26-05-2024,Anne Anthony
hedgehog,Slovakia,0.8,18,Male,Unknown,48.237588,17.090344,Unknown,26-05-2024,John Johnson
hedgehog,Slovakia,0.7,18,Female,Unknown,48.232775,17.070226,Unknown,27-05-2024,John Johnson
red squirrel,Poland,0.274,23,Male,Unknown,52.821631,23.813638,Unknown,28-05-2024,Anne Anthony
red squirrel,Poland,0.31,19,Female,Unknown,52.821524,23.817037,Basia,29-05-2024,Anne Anthony
hedgehog,Slovakia,0.8,18,Male,Unknown,48.22689,17.084025,Unknown,29-05-2024,John Johnson
lynx,Slovakia,25,101,Female,Unknown,48.412941,18.863684,Unknown,29-05-2024,John Johnson
hedgehog,Slovakia,0.6,18,Female,Unknown,48.237124,17.085811,Unknown,30-05-2024,John Johnson
red squirrel,Poland,0.315,24,Female,Unknown,52.82295,23.81275,Unknown,31-05-2024,Anne Anthony
red squirrel,Poland,0.293,22,Female,Unknown,52.820813,23.809086,Unknown,31-05-2024,Anne Anthony
red squirrel,Poland,0.302,24,Male,Unknown,52.825793,23.811068,Unknown,31-05-2024,Anne Anthony
red squirrel,Poland,0.299,20,Female,Unknown,52.820308,23.809736,Unknown,31-05-2024,Anne Anthony
hedgehog,Slovakia,0.6,15,Male,Unknown,48.228141,17.089055,Unknown,31-05-2024,John Johnson
lynx,Slovakia,30,115,Male,Unknown,48.408025,18.865229,Unknown,31-05-2024,John Johnson
red squirrel,Poland,0.325,20,Male,Unknown,52.823959,23.817073,Unknown,01-06-2024,Anne Anthony
red squirrel,Poland,0.276,22,Male,Unknown,52.825746,23.815204,Unknown,01-06-2024,Anne Anthony
red squirrel,Poland,0.298,24,Female,Unknown,52.823595,23.814758,Unknown,01-06-2024,Anne Anthony
red squirrel,Poland,0.322,23,Male,Unknown,52.825363,23.816829,Unknown,01-06-2024,Anne Anthony
red squirrel,Poland,0.344,22,Female,Unknown,52.821958,23.811375,Unknown,01-06-2024,Anne Anthony
red squirrel,Poland,0.323,22,Female,Unknown,52.823084,23.816106,Unknown,01-06-2024,Anne Anthony
hedgehog,Slovakia,0.6,15,Male,Unknown,48.238913,17.065508,Unknown,02-06-2024,John Johnson
